"Mobility trend; per stage, modes of travel, purposes of travel, age and sex"
"Sex: Total male and female"
"Margins: Value"
"";"";""
"";"";"Modes of travel";"Total";"Total";"Total";"Car as driver";"Car as driver";"Car as driver";"Car as passenger";"Car as passenger";"Car as passenger";"Train";"Train";"Train";"Bus/metro";"Bus/metro";"Bus/metro";"Bike";"Bike";"Bike";"Walking";"Walking";"Walking";"Other";"Other";"Other"
"";"";"Topic";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage"
"Periods";"Age";"Travel motives";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes"
"2007*";"60 to 64 years";"Attending education/courses";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"2007*";"60 to 64 years";"Leisure";"1.12";"15.11";"37.83";"0.33";"22.63";"31.70";"0.17";"28.57";"37.91";".";".";".";".";".";".";"0.25";"7.47";"41.44";"0.30";"2.51";"38.66";".";".";"."
"2007*";"60 to 64 years";"Other";"0.46";"15.11";"23.28";"0.23";"20.43";"26.03";"0.05";"23.59";"29.55";".";".";".";".";".";".";"0.08";"2.72";"15.20";"0.07";"1.03";"13.26";".";".";"."
"2011*";"Total";"Total";"3.09";"11.21";"23.76";"0.97";"17.73";"24.73";"0.36";"19.51";"27.72";"0.07";"48.37";"49.49";"0.13";"9.64";"26.71";"0.85";"3.45";"19.47";"0.61";"1.41";"20.50";"0.11";"17.90";"33.08"
"2011*";"Total";"Travel to/from work, (non)-daily commute";"0.62";"15.53";"24.82";"0.26";"23.27";"29.95";"0.03";"21.31";"29.91";"0.03";"41.44";"42.33";"0.04";"9.66";"25.18";"0.16";"3.81";"17.77";"0.07";"0.82";"9.59";"0.04";"20.53";"29.35"
"2011*";"Total";"Shopping, groceries, fun shopping.";"0.61";"5.17";"14.45";"0.20";"7.53";"14.70";"0.07";"11.10";"19.27";"0.01";"42.26";"46.41";"0.02";"7.57";"24.58";"0.17";"1.99";"12.10";"0.13";"0.87";"11.92";"0.01";"5.59";"16.20"
"2011*";"Total";"Attending education/courses";"0.30";"6.94";"17.84";"0.02";"24.37";"30.68";"0.03";"8.62";"16.87";"0.01";"38.74";"41.83";"0.03";"11.21";"27.65";"0.14";"3.05";"15.85";"0.07";"0.68";"8.51";"0.01";"12.82";"29.69"
"2011*";"Total";"Leisure";"1.05";"12.93";"32.10";"0.26";"20.76";"29.05";"0.19";"23.82";"32.48";"0.02";"64.14";"65.36";"0.03";"10.16";"29.94";"0.26";"4.92";"30.12";"0.27";"2.18";"33.26";"0.03";"18.53";"47.64"
"2011*";"Total";"Other";"0.51";"12.20";"19.96";"0.23";"16.63";"22.45";"0.05";"19.58";"25.98";"0.01";"61.98";"58.72";"0.01";"7.96";"25.52";"0.11";"2.28";"12.91";"0.07";"0.80";"10.69";"0.02";"21.84";"29.93"
"2011*";"18 to 24 years";"Total";"3.65";"11.68";"23.38";"0.80";"17.64";"25.45";"0.38";"20.89";"30.00";"0.24";"45.95";"47.32";"0.40";"10.28";"26.42";"0.93";"3.11";"17.42";"0.77";"1.13";"15.12";"0.14";"13.16";"29.29"
"2011*";"18 to 24 years";"Travel to/from work, (non)-daily commute";"0.84";"12.17";"22.00";"0.25";"20.00";"27.17";"0.05";"19.19";"28.48";"0.05";"37.93";"40.09";"0.09";"9.75";"25.27";"0.23";"3.24";"16.31";"0.13";"0.73";"8.91";"0.05";"14.51";"25.11"
"2011*";"18 to 24 years";"Shopping, groceries, fun shopping.";"0.49";"5.79";"14.83";"0.11";"8.22";"15.48";"0.06";"12.56";"20.83";".";".";".";".";".";".";"0.13";"1.87";"11.52";"0.14";"0.75";"10.03";".";".";"."
"2011*";"18 to 24 years";"Attending education/courses";"0.72";"11.93";"22.37";"0.05";"24.48";"34.20";"0.02";"20.61";"28.97";"0.10";"39.65";"42.25";"0.17";"10.96";"26.54";"0.18";"3.12";"15.79";"0.18";"0.73";"8.47";".";".";"."
"2011*";"18 to 24 years";"Leisure";"1.20";"12.92";"28.87";"0.27";"18.54";"27.77";"0.20";"23.76";"33.81";"0.05";"60.53";"60.81";"0.08";"10.69";"28.89";"0.31";"3.63";"22.32";"0.26";"1.87";"26.30";"0.04";"13.03";"39.00"
"2011*";"18 to 24 years";"Other";"0.40";"13.65";"22.03";"0.13";"16.56";"22.39";"0.05";"20.92";"27.54";".";".";".";".";".";".";"0.09";"2.70";"15.14";"0.06";"0.82";"10.35";".";".";"."
"2011*";"60 to 64 years";"Total";"2.73";"12.27";"26.65";"0.97";"18.51";"25.74";"0.28";"23.28";"31.26";"0.04";"56.54";"57.58";"0.07";"9.14";"27.51";"0.72";"4.36";"23.79";"0.55";"1.77";"25.75";"0.09";"19.56";"34.66"
"2011*";"60 to 64 years";"Travel to/from work, (non)-daily commute";"0.45";"15.02";"24.71";"0.18";"22.53";"29.33";".";".";".";".";".";".";".";".";".";"0.13";"3.92";"18.23";"0.05";"0.86";"10.03";".";".";"."
"2011*";"60 to 64 years";"Shopping, groceries, fun shopping.";"0.77";"5.09";"14.92";"0.25";"7.96";"15.64";"0.07";"11.11";"19.62";".";".";".";".";".";".";"0.25";"2.16";"12.69";"0.15";"0.94";"12.91";".";".";"."
"2011*";"60 to 64 years";"Attending education/courses";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
